name,latitude,longitude
Student_322,12.97604,80.220252
Student_194,12.927306,80.124042
Student_265,12.975318,80.220677
Student_437,13.040804,80.153278
Student_053,13.080927,80.212142
Student_498,13.027516,80.160009
Student_483,13.037928,80.16391
Student_081,13.090542,80.208694
Student_405,13.03749,80.239307
Student_231,12.986967,80.218408
Student_167,12.922524,80.124537
Student_304,12.979615,80.219136
Student_266,12.980865,80.220526
Student_058,13.085556,80.205857
Student_383,13.038642,80.227674
Student_495,13.03537,80.1568
Student_358,13.04225,80.228798
Student_179,12.920501,80.12702
Student_045,13.086552,80.215659
Student_018,13.089885,80.205007
Student_156,12.926709,80.128508
Student_034,13.087765,80.211884
Student_007,13.07819,80.212379
Student_434,13.035246,80.166897
Student_096,13.08909,80.214406
Student_136,12.926873,80.132537
Student_357,13.039151,80.242047
Student_246,12.985458,80.223549
Student_418,13.039897,80.233123
Student_416,13.039928,80.23896
Student_038,13.086675,80.218254
Student_314,12.976362,80.220314
Student_494,13.039233,80.155617
Student_430,13.042747,80.22937
Student_479,13.034966,80.158023
Student_281,12.983519,80.217662
Student_456,13.031794,80.166672
Student_195,12.924161,80.128398
Student_174,12.926251,80.119996
Student_257,12.971486,80.219394
Student_001,13.090714,80.204533
Student_222,12.970524,80.220911
Student_262,12.980301,80.223231
Student_108,12.92801,80.122613
Student_019,13.079017,80.208117
Student_476,13.033383,80.155982
Student_286,12.977192,80.21609
Student_079,13.09091,80.211242
Student_090,13.080542,80.214084
Student_291,12.979471,80.219808
Student_146,12.931891,80.12515
Student_120,12.928541,80.119568
Student_283,12.982838,80.22527
Student_029,13.091606,80.213353
Student_067,13.084005,80.213475
Student_209,12.920632,80.135477
Student_318,12.979383,80.226402
Student_104,12.923474,80.133193
Student_054,13.082815,80.20811
Student_338,12.983872,80.21973
Student_486,13.035944,80.150882
Student_099,13.088965,80.213459
Student_271,12.97798,80.213533
Student_078,13.084172,80.209439
Student_241,12.987431,80.221644
Student_027,13.087013,80.208423
Student_297,12.977616,80.219467
Student_259,12.976403,80.226036
Student_490,13.035049,80.16548
Student_275,12.982032,80.225829
Student_316,12.981246,80.224585
Student_251,12.980786,80.222778
Student_470,13.033574,80.163228
Student_143,12.916996,80.121972
Student_059,13.081886,80.203208
Student_215,12.978561,80.228017
Student_429,13.048704,80.239445
Student_248,12.98087,80.216354
Student_361,13.046939,80.235318
Student_011,13.091082,80.207019
Student_182,12.922777,80.130777
Student_313,12.984783,80.218007
Student_303,12.984374,80.21753
Student_260,12.974047,80.228883
Student_284,12.976202,80.225732
Student_447,13.036456,80.158479
Student_481,13.036437,80.157352
Student_186,12.934083,80.124217
Student_373,13.039798,80.231851
Student_394,13.033335,80.232203
Student_467,13.041833,80.160213
Student_075,13.079532,80.214346
Student_131,12.928931,80.123954
Student_175,12.920184,80.13205
Student_218,12.980349,80.222112
Student_066,13.084572,80.203247
Student_306,12.982513,80.219453
Student_480,13.033872,80.159417
Student_102,12.931488,80.126617
Student_255,12.979285,80.220568
Student_475,13.033552,80.154259
Student_189,12.92194,80.133212
Student_069,13.089435,80.205336
Student_152,12.91703,80.127781
Student_438,13.036481,80.162709
Student_420,13.040334,80.232667
Student_017,13.08046,80.207367
Student_144,12.918078,80.130281
Student_030,13.082569,80.212554
Student_040,13.088028,80.216364
Student_232,12.981496,80.227287
Student_235,12.986536,80.227959
Student_002,13.084218,80.219457
Student_216,12.980364,80.212753
Student_453,13.029018,80.158901
Student_389,13.043832,80.233219
Student_204,12.930803,80.12363
Student_199,12.925704,80.128943
Student_366,13.037445,80.236935
Student_123,12.926148,80.135374
Student_363,13.046442,80.237731
Student_050,13.087359,80.21598
Student_323,12.979946,80.216743
Student_477,13.042851,80.157228
Student_200,12.925336,80.127035
Student_165,12.925308,80.129152
Student_105,12.917699,80.125402
Student_145,12.921307,80.130307
Student_340,12.983231,80.214808
Student_387,13.047643,80.229594
Student_082,13.080963,80.207624
Student_423,13.03313,80.23503
Student_068,13.094287,80.213159
Student_117,12.916883,80.135432
Student_009,13.09368,80.211872
Student_473,13.039726,80.157236
Student_369,13.047697,80.229352
Student_435,13.041863,80.1593
Student_149,12.917742,80.128265
Student_198,12.931902,80.120808
Student_355,13.039107,80.240329
Student_247,12.983206,80.223982
Student_044,13.083989,80.209243
Student_282,12.981138,80.219893
Student_289,12.983445,80.222957
Student_362,13.043699,80.229209
Student_021,13.077983,80.20289
Student_028,13.07687,80.207811
Student_125,12.920202,80.124065
Student_004,13.092343,80.20626
Student_201,12.931204,80.133006
Student_005,13.087662,80.209422
Student_317,12.986394,80.221116
Student_203,12.927182,80.132365
Student_023,13.086681,80.202205
Student_008,13.086395,80.20976
Student_492,13.030566,80.159325
Student_129,12.927434,80.127827
Student_380,13.04493,80.227829
Student_351,13.041621,80.232979
Student_093,13.084422,80.209988
Student_253,12.981031,80.224398
Student_407,13.044987,80.230836
Student_084,13.085202,80.217101
Student_349,13.03829,80.239822
Student_388,13.046804,80.236858
Student_469,13.03118,80.15963
Student_024,13.08441,80.211633
Student_025,13.086729,80.21331
Student_311,12.980672,80.216673
Student_371,13.034764,80.229421
Student_193,12.924948,80.128398
Student_252,12.976815,80.222723
Student_107,12.928241,80.124539
Student_460,13.035046,80.155639
Student_344,13.041169,80.240396
Student_070,13.089827,80.206824
Student_211,12.97634,80.214077
Student_229,12.984518,80.226443
Student_184,12.929184,80.12325
Student_249,12.970916,80.219275
Student_230,12.980778,80.226879
Student_428,13.041128,80.235994
Student_339,12.979357,80.21821
Student_392,13.041405,80.231022
Student_335,12.978776,80.221344
Student_250,12.978146,80.22896
Student_448,13.036305,80.157878
Student_337,12.979256,80.215817
Student_382,13.037807,80.224308
Student_243,12.986784,80.216964
Student_300,12.977853,80.220552
Student_224,12.981451,80.218178
Student_446,13.038864,80.161835
Student_056,13.084095,80.207799
Student_341,13.043394,80.234797
Student_254,12.981622,80.215267
Student_128,12.926351,80.12542
Student_354,13.041639,80.238064
Student_137,12.928934,80.124928
Student_463,13.037176,80.150323
Student_292,12.982308,80.217984
Student_280,12.98369,80.224185
Student_015,13.08803,80.206798
Student_450,13.032328,80.151895
Student_346,13.048874,80.241508
Student_155,12.922532,80.130896
Student_329,12.977694,80.219712
Student_065,13.085786,80.219168
Student_208,12.926772,80.128758
Student_377,13.049348,80.231041
Student_119,12.917527,80.132748
Student_395,13.047047,80.225303
Student_168,12.922034,80.126505
Student_356,13.036097,80.228513
Student_171,12.929552,80.123197
Student_043,13.086061,80.21217
Student_164,12.927716,80.127427
Student_237,12.976784,80.220618
Student_365,13.043855,80.235105
Student_278,12.97472,80.225793
Student_406,13.048408,80.226773
Student_012,13.086159,80.2101
Student_328,12.977976,80.216382
Student_071,13.085808,80.207997
Student_166,12.925404,80.129515
Student_080,13.083954,80.215206
Student_133,12.933205,80.126604
Student_140,12.922866,80.125317
Student_178,12.919241,80.125818
Student_169,12.925495,80.122606
Student_135,12.927429,80.126164
Student_440,13.037946,80.154156
Student_272,12.973891,80.221206
Student_057,13.086663,80.20872
Student_181,12.921552,80.128493
Student_468,13.040428,80.154116
Student_238,12.979105,80.221469
Student_220,12.977753,80.222564
Student_172,12.921929,80.124879
Student_106,12.925146,80.129351
Student_245,12.976007,80.220962
Student_296,12.980665,80.222627
Student_212,12.975859,80.229669
Student_436,13.028977,80.158434
Student_465,13.033928,80.159815
Student_374,13.039447,80.235771
Student_350,13.044035,80.23132
Student_403,13.038654,80.224904
Student_376,13.034517,80.232872
Student_256,12.97896,80.221765
Student_121,12.921969,80.128738
Student_368,13.035316,80.231978
Student_478,13.033379,80.161972
Student_489,13.029193,80.159787
Student_426,13.044104,80.240238
Student_173,12.926044,80.132669
Student_500,13.039257,80.157584
Student_269,12.986162,80.221772
Student_431,13.028619,80.159131
Student_457,13.040844,80.158723
Student_294,12.980975,80.221682
Student_472,13.041089,80.15275
Student_020,13.080542,80.213434
Student_441,13.034944,80.165582
Student_101,12.923055,80.129269
Student_150,12.928377,80.127417
Student_003,13.082176,80.205832
Student_449,13.033434,80.15583
Student_399,13.042558,80.234084
Student_049,13.086343,80.211694
Student_488,13.035332,80.162371
Student_459,13.034369,80.159496
Student_466,13.042129,80.15368
Student_442,13.041272,80.159924
Student_037,13.085807,80.204299
Student_332,12.977066,80.21853
Student_196,12.921842,80.126814
Student_086,13.084516,80.203407
Student_367,13.04668,80.232162
Student_109,12.928088,80.131016
Student_110,12.929464,80.127548
Student_076,13.080643,80.20976
Student_433,13.037751,80.165691
Student_424,13.042036,80.236515
Student_299,12.970024,80.225956
Student_499,13.038002,80.164933
Student_414,13.035398,80.230532
Student_319,12.975264,80.225503
Student_268,12.976693,80.21746
Student_039,13.080853,80.212979
Student_180,12.929358,80.133413
Student_214,12.976076,80.216284
Student_455,13.039859,80.152507
Student_016,13.082636,80.206026
Student_375,13.040344,80.232078
Student_321,12.975436,80.223172
Student_288,12.982955,80.219783
Student_047,13.08914,80.211482
Student_138,12.927225,80.124696
Student_398,13.039648,80.234879
Student_118,12.923696,80.131881
Student_421,13.035901,80.233239
Student_041,13.08371,80.209189
Student_310,12.979724,80.219632
Student_122,12.926944,80.123021
Student_042,13.083998,80.21439
Student_485,13.036631,80.160948
Student_132,12.927662,80.128416
Student_022,13.081157,80.209255
Student_051,13.085761,80.205605
Student_239,12.978897,80.221914
Student_285,12.977013,80.224621
Student_115,12.922082,80.124182
Student_461,13.029556,80.158816
Student_035,13.092913,80.212562
Student_309,12.983349,80.222284
Student_227,12.975901,80.216387
Student_325,12.977496,80.221558
Student_161,12.920263,80.133395
Student_261,12.979796,80.216607
Student_443,13.034252,80.158164
Student_127,12.924932,80.132757
Student_336,12.975552,80.222796
Student_287,12.973907,80.229842
Student_381,13.044459,80.231445
Student_061,13.081236,80.211868
Student_409,13.050312,80.231726
Student_014,13.08286,80.216435
Student_413,13.040172,80.238515
Student_064,13.086911,80.211336
Student_458,13.037867,80.15128
Student_036,13.083997,80.207022
Student_397,13.038006,80.229493
Student_098,13.080645,80.21123
Student_240,12.981348,80.220451
Student_162,12.921295,80.130806
Student_482,13.03368,80.159623
Student_454,13.035543,80.16178
Student_153,12.923931,80.121726
Student_484,13.036622,80.156765
Student_126,12.926977,80.120357
Student_400,13.039671,80.228514
Student_046,13.084902,80.217514
Student_206,12.933525,80.133384
Student_345,13.039348,80.22819
Student_151,12.921753,80.129654
Student_307,12.97759,80.218807
Student_192,12.921092,80.12479
Student_032,13.083919,80.217243
Student_401,13.04213,80.22434
Student_432,13.036593,80.166268
Student_320,12.979365,80.229419
Student_091,13.080279,80.209412
Student_111,12.924186,80.130452
Student_092,13.087938,80.216236
Student_385,13.038287,80.240776
Student_295,12.982683,80.213986
Student_010,13.085745,80.211263
Student_207,12.927628,80.126842
Student_298,12.98235,80.216284
Student_112,12.919999,80.129622
Student_360,13.033818,80.226799
Student_097,13.090419,80.209588
Student_073,13.088993,80.21073
Student_273,12.979539,80.213956
Student_158,12.926076,80.132708
Student_006,13.082188,80.204745
Student_451,13.035037,80.153635
Student_326,12.979803,80.219874
Student_072,13.07644,80.212394
Student_290,12.977467,80.215736
Student_228,12.97755,80.22672
Student_221,12.976557,80.224216
Student_276,12.978086,80.222394
Student_410,13.039352,80.239873
Student_279,12.986211,80.218524
Student_062,13.081147,80.216823
Student_202,12.924126,80.122289
Student_334,12.979044,80.217768
Student_159,12.925406,80.129415
Student_379,13.040089,80.231265
Student_089,13.085117,80.202868
Student_391,13.036968,80.234874
Student_074,13.082614,80.206476
Student_147,12.92033,80.12799
Student_277,12.979409,80.217839
Student_205,12.923107,80.132797
Student_452,13.033424,80.165431
Student_085,13.085012,80.206791
Student_113,12.926116,80.127113
Student_258,12.979998,80.219932
Student_264,12.977566,80.215781
Student_083,13.078112,80.206983
